Book name,Author,Publisher,Discounted price,Price without any discount,"Discount, %",Stock availability 
Основы Java,Прохоренок Николай Анатольевич,BHV,1356,1739,22,На складе
Машинное обучение с использованием Python. Сборник рецептов,Элбон Крис,BHV,909,1166,22,На складе
Грокаем глубокое обучение,Траск Эндрю,Питер:Библиотека программиста,950,1218,22,На складе
Практика реактивного программирования в SPRING 5,"Докука Олег, Лозинский Игорь",ДМК-Пресс,3018,3869,22,На складе
Как программировать на С,"Дейтел Харви, Дейтел Пол Дж.",Бином,1582,2028,22,На складе
Нейросетевые методы в обработке естественного языка,Гольдберг Йоав,ДМК-Пресс,2414,3095,22,На складе
Предиктивное моделирование на практике,"Кун Макс, Джонсон Кьелл",Питер:Для профессионалов,2161,2771,22,На складе
Микросервисы. Паттерны разработки и рефакторинга,Ричардсон Крис,Питер:Библиотека программиста,1683,2158,22,На складе
Выразительный JavaScript. Современное веб-программирование,Хавербеке Марейн,Питер:Для профессионалов,1739,2230,22,На складе
"Системы счисления, алгоритмизация и программирование. Учебное пособие",Игнашева Елена Петровна,ИНФРА-М:Военное образование,1658,2126,22,Ограничено
Объектно-ориентированное программирование. Учебник,Барков Игорь Александрович,Лань:Учебники для вузов. Специальная литература,4341,5565,22,На складе
Практическое введение в программную инженерию. Учебное пособие,Волк Владимир Константинович,Лань:Учебники для вузов. Специальная литература,1341,1719,22,Ограничено
Проектирование цифровых устройств на ПЛИС. Учебное пособие,Ушенина Инна Владимировна,Лань:Учебники для вузов. Специальная литература,2108,2703,22,Ограничено
Введение в технологии контейнеров и Kubernetes,Маркелов Андрей Александрович,ДМК-Пресс,1207,1547,22,На складе
Логическое проектирование и верификация систем на SystemVerilog,Дональд Томас,ДМК-Пресс,2012,2580,22,На складе
HTML5 и CSS3 для чайников,"Титтел Эд, Минник Крис","Диалектика:Для ""чайников""",1785,2288,22,На складе
C# для чайников,Мюллер Джон Пол и др.,"Диалектика:Для ""чайников""",1348,1728,22,На складе
Глубокое обучение. Готовые решения,Осинга Давид,Диалектика,1080,1384,22,На складе
Изучаем TypeScript 3,Розенталс Натан,ДМК-Пресс,2817,3611,22,На складе
Введение в веб-разработку на языке JavaScript. Учебное пособие,Государев Илья Борисович,Лань:Учебники для вузов. Специальная литература,1590,2038,22,На складе
Программирование компьютерной графики,Боресков Алексей Викторович,ДМК-Пресс,1710,2192,22,На складе
Высокопроизводительный код на платформе .NET,Уотсон Бен,Питер:Для профессионалов,1707,2189,22,На складе
Unreal Engine VR для разработчиков,Маккефри Митч,Бомбора:Мировой компьютерный бестселлер,969,1242,22,На складе
Совершенный алгоритм. Графовые алгоритмы и структуры данных,Рафгарден Тим,Питер:Библиотека программиста,1087,1394,22,На складе
{Вы не знаете JS} Асинхронная обработка и оптимизация,Симпсон Кайл,Питер:Бестселлеры O`Reilly,1047,1342,22,На складе
{Вы не знаете JS} Замыкания и объекты,Симпсон Кайл,Питер:Бестселлеры O`Reilly,1210,1551,22,На складе
{Вы не знаете JS} Типы и грамматические конструкции,Симпсон Кайл,Питер:Бестселлеры O`Reilly,1229,1575,22,На складе
Основы теории вейвлетов. Вейвлеты в Matlab,Смоленцев Николай Константинович,ДМК-Пресс:Все о вейвлетах,2012,2580,22,На складе
Изучаем React,Чиннатамби Кирупа,Бомбора:Мировой компьютерный бестселлер,1031,1322,22,На складе
Python для чайников,Мюллер Джон Пол,"Диалектика:Для ""чайников""",1619,2075,22,На складе
Изучение сложных систем с помощью Python.,Дауни Аллен Б.,ДМК-Пресс,1105,1417,22,На складе
Вероятностное программирование на Python. Байесовский вывод и алгоритмы,Дэвидсон-Пайлон Кэмерон,Питер:Библиотека программиста,1523,1953,22,На складе
JavaScript для чайников,"Минник Крис, Холланд Ева","Диалектика:Для ""чайников""",1348,1728,22,На складе
Легкий способ выучить Python 3,Шоу Зед А.,Бомбора:Мировой компьютерный бестселлер,740,949,22,На складе
Jenkins 2. Приступаем к работе. Создайте свой конвейер развертывания для автоматизации следующего п.,Ластер Брент,ДМК-Пресс,2817,3611,22,На складе
Реактивное программирование на С++. Проектирование параллельных и асинхронных приложений с использов,"Пай Прасид, Абрахам Питер",ДМК-Пресс,1810,2321,22,На складе
Изображение квантовых процессов. Начальный курс квантовой теории и рассуждений на диаграммах,"Коке Боб, Киссинждер Алекс",ДМК-Пресс,4024,5159,22,На складе
Язык программирования Python. Практикум. Учебное пособие,Жуков Роман Александрович,ИНФРА-М:Высшее образование. Бакалавриат,1597,2048,22,Ограничено
Django 2 в примерах,Меле Антонио,ДМК-Пресс,2012,2580,22,На складе
Глубокое обучение без математики. Том 1. Основы,Гласснер Эндрю,ДМК-Пресс,3421,4386,22,На складе
Программирование в среде Lazarus. Учебное пособие,Гуриков Сергей Ростиславович,Форум:Среднее профессиональное образование,3164,4057,22,На складе
Введение в программную инженерию. Учебник,Антипов Владимир Анатольевич и др.,ИНФРА-М,2285,2929,22,На складе
Программирование и основы алгоритмизации.Теоретические основы и примеры реализации численных методов,"Затонский Андрей Владимирович, Бильфельд Николай Валентинович",РИОР:Высшее образование,1163,1491,22,Ограничено
Программное обеспечение компьютерных сетей и web-серверов. Учебное пособие,Лисьев Григорий Авенирович и др.,ИНФРА-М:Среднее профессиональное образование,1011,1296,22,На складе
Технологии параллельного программирования. Учебное пособие,"Лупин Сергей Андреевич, Посыпкин Михаил Анатольевич",Форум:Высшее образование,1426,1828,22,На складе
Глубокое обучение и TensorFlow для профессионалов. Математический подход к построению систем,Паттанаяк Сантану,Вильямс,2022,2592,22,На складе
Введение в анализ алгоритмов,Солтис Майкл,ДМК-Пресс,1810,2321,22,На складе
"Наш код. Ремесло, профессия, искусство",Бугаенко Егор,Питер:Библиотека программиста,831,1065,22,На складе
Практикум по решению задач на ЭВМ в среде Delphi. Учебное пособие,"Бунаков Павел Юрьевич, Лопатин А. К.",Форум:Среднее профессиональное образование,2568,3292,22,На складе
Анализ вредоносных программ,Монаппа К. А.,ДМК-Пресс,2012,2580,22,На складе
Java. Библиотека профессионала. Том 1. Основы,Хорстманн Кей С.,Диалектика,3371,4322,22,На складе
JavaScript. Карманный справочник,Флэнаган Дэвид,Диалектика,945,1211,22,На складе
Искусство программирования. Том 3. Сортировка и поиск,Кнут Дональд Эрвин,Диалектика,4719,6050,22,На складе
Применение UML 2.0 и шаблонов проектирования,Ларман Крэг,Диалектика,5202,6669,22,На складе
Программирование на Javascript для чайников,"Минник Крис, Холланд Ева","Диалектика:Для ""чайников""",1348,1728,22,На складе
Язык программирования C++. Краткий курс,Страуструп Бьярне,Диалектика,1348,1728,22,На складе
Численные методы и программирование. Учебное пособие,Колдаев Виктор Дмитриевич,Форум:Среднее профессиональное образование,2325,2981,22,На складе
Kafka Streams в действии. Приложения и микросервисы для работы в реальном времени,Беджек Билл,Питер:Для профессионалов,1776,2277,22,На складе
Микросервисы и контейнеры Docker,Кочер Парминдер Сингх,ДМК-Пресс,1810,2321,22,На складе
Биометрическая защита. Обзор технологии,Суомалайнен Антти,ДМК-Пресс,322,413,22,На складе
Легкий способ выучить Java,Пейн Брайсон,Бомбора:Мировой компьютерный бестселлер,884,1133,22,На складе
Программирование в Erlang,"Томпсон Саймон, Чезарини Франческо",ДМК-Пресс:Функциональное программирование,1409,1806,22,На складе
Искусство программирования. Том 2. Получисленные алгоритмы,Кнут Дональд Эрвин,Диалектика,4045,5186,22,На складе
Искусственный интеллект для чайников,"Мюллер Джон Пол, Массарон Лука","Диалектика:Для ""чайников""",1348,1728,22,Ограничено
GraphQL. Язык запросов для современных веб-приложений,"Бэнкс Алекс, Порселло Ева",Питер,901,1155,22,На складе
Современные технологии программирования. Разработка Windows-приложений на языке С#. Учебник. Том 2,Горелов Сергей Витальевич,Прометей,1011,1685,40,На складе
Компьютерное зрение. Теория и алгоритмы,Клетте Рейнхард,ДМК-Пресс,3421,4386,22,На складе
Java. Оптимизация программ. Практические методы повышения производительности приложений в JVM,Эванс Бенджамин и др.,Диалектика,3371,4322,22,На складе
CSS. Полный справочник. Визуальное форматирование веб-страниц,"Мейер Эрик, Уэйл Эстель",Диалектика,4719,6050,22,Ограничено
Vue.js в действии,"Хэнчетт Эрик, Листоун Бенджамин",Питер:Библиотека программиста,1693,2171,22,На складе
Искусство программирования на R. Погружение в большие данные,Мэтлофф Норман,Питер:Библиотека программиста,1185,1519,22,На складе
Базовые средства программирования на Visual Basic в среде VisualStudio Net. Практикум. Учебное пособ,Шакин Виктор Николаевич,Форум:Среднее профессиональное образование,2204,2826,22,Ограничено
Алгоритмизация и программирование. Практикум. Учебное пособие,Андрианова Анастасия Александровна и др.,Лань:Учебники для вузов. Специальная литература,1690,2167,22,На складе
Структуры и алгоритмы обработки данных. Линейные структуры. Учебное пособие,Апанасевич Сергей Александрович,Лань:Учебники для вузов. Специальная литература,1319,1691,22,На складе
Самоучитель игры на Паскале. ABC и немного Турбо,Комлев Николай Юрьевич,Солон-пресс:Библиотека студента,845,1083,22,На складе
Unity и C#. Геймдев от идеи до реализации,Бонд Джереми Гибсон,Питер:Для профессионалов,2553,3273,22,На складе
PostgreSQL 11. Мастерство разработки,Шениг Ганс-Юрген,ДМК-Пресс,2012,2580,22,На складе
Django 2.1. Практика создания веб-сайтов на Python,Дронов Владимир Александрович,BHV:Профессиональное программирование,1296,1662,22,На складе
Искусственный интеллект. Современный подход,"Рассел Стюарт, Норвиг Питер",Вильямс,8611,11040,22,Ограничено
TensorFlow для глубокого обучения,"Рамсундар Бхарат, Заде Реза Босаг",BHV,805,1032,22,На складе
Разработка АСУТП в среде WinCC. Учебное пособие,"Иванов Виктор Эдуардович, Чье Ен Ун",Инфра-Инженерия,1972,2528,22,На складе
Автоматизация программируемых сетей,Эделман Джейсон и др.,ДМК-Пресс,3018,3869,22,На складе
Изучаем pandas,"Хейдт Майкл, Груздев Артем Владимирович",ДМК-Пресс,3421,4386,22,На складе
Пользовательские истории. Искусство гибкой разработки ПО,Паттон Джефф,Питер:Бестселлеры O`Reilly,1187,1522,22,На складе
"Разработка бизнес-приложений на платформе ""1С:Предприятие"". Учебное пособие",Дадян Эдуард Григорьевич,ИНФРА-М:Высшее образование. Бакалавриат,2285,2929,22,На складе
Базовые средства программирования на Visual Basic в среде VisualStudio .NET. Учебное пособие,Шакин Виктор Николаевич,Форум:Среднее профессиональное образование,2568,3292,22,На складе
Прикладная обработка биомедицинских изображений в среде MATLAB. Учебное пособие,Федотов Александр Александрович,Лань:Учебники для вузов. Специальная литература,662,849,22,На складе
"Изучаем HTML, XHTML и CSS","Робсон Элизабет, Фримен Эрик",Питер:Head First (O'Reilly),2172,2785,22,На складе
Умные мобильные проекты с TensorFlow,Танг Джефф,ДМК-Пресс:Машинное обучение,2012,2580,22,На складе
C++. Полное руководство. Классическое издание,Шилдт Герберт,Вильямс,4045,5186,22,На складе
Spring 5 для профессионалов,Шефер Крис и др.,Вильямс,5393,6914,22,На складе
Искусственный интеллект с примерами на Python. Создание приложений искусственного интеллекта,Джоши Пратик,Вильямс,2696,3456,22,Ограничено
"Основы машинного обучения для аналитического прогнозирования. Алгоритмы, рабочие примеры",Келлехер Джон Д. и др.,Вильямс,3371,4322,22,На складе
Разработка SCADA-систем. Учебное пособие,Кангин Владимир Венедиктович и др.,Инфра-Инженерия,2164,2774,22,На складе
Язык и среда программирования R. Учебное пособие,Золотарюк Анатолий Васильевич,ИНФРА-М:Высшее образование. Бакалавриат,1133,1452,22,На складе
Прагматичный ИИ. Машинное обучение и облачные технологии,Гифт Ной,Питер:Для профессионалов,1349,1730,22,На складе
Язык программирования С++ (стандарт С++11). Краткий курс,Страуструп Бьерн,Бином,532,682,22,На складе
Самоучитель системного администратора,Кенин Александр Михайлович,BHV:Системный администратор,1018,1305,22,На складе
Внедрение Splunk 7,Миллер Джеймс,ДМК-Пресс,2616,3354,22,На складе
Java за 24 часа,Кейденхед Роджерс,Диалектика,1348,1728,22,Ограничено
Совершенный алгоритм. Основы,Рафгарден Тим,Питер:Библиотека программиста,1000,1282,22,На складе
Машинное обучение и TensorFlow,Шакла Нишант,Питер:Библиотека программиста,1297,1663,22,На складе
Дискретная математика. Учимся программировать в Wolfram Mathematica,"Фридман Григорий Морицович, Иванов О. А.",Питер:Учебник для вузов,807,1035,22,На складе
Современные технологии программирования: разработка Windows-приложений на языке С#. Том 1,Горелов Сергей Витальевич,Прометей,856,1426,40,На складе
Основы технологий баз данных. Учебное пособие,"Новиков Борис Асенович, Горшкова Екатерина Александровна",ДМК-Пресс,1207,1547,22,На складе
Mathematica 5/6/7. Полное руководство,Дьяконов Владимир Павлович,ДМК-Пресс:Математика и Matlab,1810,2321,22,Ограничено
Git для профессионального программиста,"Чакон Скотт, Страуб Бен",Питер:Библиотека программиста,1233,1581,22,На складе
Простой Python просто с нуля,Гаско Рик,Солон-пресс:Программирование,947,1214,22,На складе
C++. Базовый курс,Шилдт Герберт,Вильямс,2022,2592,22,На складе
Linux. Карманный справочник,Граннеман Скотт,Вильямс,1487,1906,22,На складе
Моделирование объектов управления в MatLab. Учебное пособие,"Затонский Андрей Владимирович, Тугашова Лариса Геннадьевна",Лань:Учебники для вузов. Специальная литература,1395,1789,22,На складе
Основы алгоритмизации и программирования. Практикум. ФГОС,Серкова Екатерина Геннадьевна,Феникс:Среднее профессиональное образование,459,589,22,На складе
Программирование на C# для начинающих. Особенности языка,Васильев Александр Николаевич,Бомбора:Российский компьютерный бестселлер,926,1187,22,На складе
"Компиляторы. Принципы, технологии и инструментарий",Ахо Альфред В. и др.,Диалектика,6741,8642,22,На складе
Архитектура вычислительных систем и Ассемблер,"Гагарина Лариса Геннадьевна, Кононова Александра Игоревна",Солон-пресс:Библиотека студента,1108,1421,22,На складе
Delphi. Программирование в примерах и задачах. Практикум: Учебное пособие,"Милорадов Константин Александрович, Эйдлина Галина Михайловна",РИОР:Высшее образование,834,1069,22,На складе
Delphi. Программирование в примерах и задачах. Практикум. Учебное пособие,"Милорадов Константин Александрович, Эйдлина Галина Михайловна",РИОР:Среднее профессиональное образование,951,1219,22,На складе
"Web-аппликации в интернет-маркетинге. Проектирование, создание и применение. Практическое пособие","Винарский Яков Самуилович, Гутгарц Римма Давыдовна",ИНФРА-М:Среднее профессиональное образование,1739,2230,22,На складе
Суперкомпьютерные вычисления: практический подход,"Борзунов Сергей Викторович, Кургалин Сергей Дмитриевич",BHV:Учебник для ВУЗов,698,895,22,Ограничено
Java. Эффективное программирование,Блох Джошуа,Вильямс,3371,4322,22,На складе
"Создаем динамические веб-сайты с помощью PHP, MySQL, JavaScript, CSS и HTML5",Никсон Робин,Питер:Бестселлеры O`Reilly,1682,2157,22,На складе
Kubernetes в действии,Лукша Марко,ДМК-Пресс,3018,3869,22,На складе
Смарт-карты и информационная безопасность,"Мытник Константин Яковлевич, Панасенко Сергей Петрович",ДМК-Пресс:Безопасность и защита,2012,2580,22,На складе
Эффективный и современный С++. 42 рекомендации по использованию C++11 и C++14,Мейерс Скотт,Диалектика,2696,3456,22,На складе
CSS. Карманный справочник,Мейер Эрик,Вильямс,878,1125,22,На складе
Изучаем регулярные выражения,Форта Бен,Вильямс,1080,1384,22,На складе
Пользовательские истории. Гибкая разработка программного обеспечения,Кон Майк,Диалектика,2696,3456,22,Ограничено
Паскаль для школьников. Учебное пособие,Попов В. Б.,РИОР,3487,No old price,No discount,На складе
Python. Экспресс-курс,Седер Наоми,Питер:Библиотека программиста,1155,1481,22,На складе
Архитектура компьютера,"Таненбаум Эндрю, Остин Т.",Питер:Классика computer science,1750,2244,22,На складе
Java. Руководство для начинающих,Шилдт Герберт,Диалектика,3371,4322,22,На складе
Алгоритмы. Построение и анализ,Кормен Томас и др.,Диалектика,8087,10368,22,На складе
Изучай Erlang во имя добра!,Хеберт Фред,ДМК-Пресс,1810,2321,22,На складе
Программируй на Haskell,Курт Уилл,ДМК-Пресс:Функциональное программирование,2414,3095,22,На складе
"Конфигурирование и моделирование в системе ""1С: Предприятие"". Учебник",Дадян Эдуард Григорьевич,ИНФРА-М:Высшее образование. Магистратура,3033,3888,22,На складе
Алгоритмы на C++,Седжвик Роберт,Вильямс,5393,6914,22,На складе
Python. Справочник. Полное описание языка,Мартелли Алекс и др.,Диалектика,3371,4322,22,На складе
Теоретический минимум по Big Data. Всё что нужно знать о больших данных,"Ын Анналин, Су Кеннет",Питер:Библиотека программиста,681,873,22,На складе
"HTML, JavaScript, PHP и MySQL. Джентльм.наб. Изд.5","Дронов Владимир Александрович, Прохоренок Николай Анатольевич",BHV:Профессиональное программирование,1438,1844,22,На складе
Основы программирования на языке Python,Златопольский Дмитрий Михайлович,ДМК-Пресс,807,1035,22,На складе
Грокаем алгоритмы. Иллюстрированное пособие для программистов и любопытствующих,Бхаргава Адитья,Питер:Библиотека программиста,820,1051,22,На складе
Методы научных исследований в программной инженерии,Пантелеев Евгений Рафаилович,Лань:Учебники для вузов. Специальная литература,909,1166,22,На складе
Структуры данных в C#. Линейные и нелинейные динамические структуры. Учебное пособие,Симонова Елена Витальевна,Лань:Учебники для вузов. Специальная литература,1186,1520,22,Ограничено
Программируем на Python,Доусон Майкл,Питер,1087,1393,22,На складе
HTML5. Карманный справочник,Роббинс Дженнифер,Вильямс,814,1044,22,На складе
Искусство программирования. Том 4А. Комбинаторные алгоритмы. Часть 1,Кнут Дональд Эрвин,Вильямс,5393,6914,22,На складе
Введение в системы баз данных,Дейт К. Дж.,Диалектика,4719,6050,22,На складе
Unity в действии. Мультиплатформенная разработка на C#,Хокинг Джозеф,Питер:Для профессионалов,1155,1481,22,На складе
Решение задач на современном C++,Бансила Мариус,ДМК-Пресс,1610,2064,22,На складе
Философия Java,Эккель Брюс,Питер:Классика computer science,1960,2513,22,На складе
Python для сложных задач. Наука о данных и машинное обучение,Плас Дж. Вандер,Питер:Бестселлеры O`Reilly,1513,1940,22,На складе
Python 3. Самое необходимое,"Прохоренок Николай Анатольевич, Дронов Владимир Александрович",BHV:Самое необходимое,1058,1357,22,На складе
Разработка программных приложений в среде BlackBox. Учебное пособие,Болотнов Анатолий Миронович,Лань:Учебники для вузов. Специальная литература,1179,1511,22,На складе
Технологии интеллектуального анализа данных. Учебное пособие,"Макшанов Андрей Владимирович, Журавлев Антон Евгеньевич",Лань:Учебники для вузов. Специальная литература,1561,2001,22,На складе
Осваиваем C++17 STL. Используйте компоненты стандартной библиотеки в C++17 STL в полной мере,О`Двайр Артур,ДМК-Пресс,2012,2580,22,На складе
Разработка чат-ботов и разговорных интерфейсов,Джанарсанам Срини,ДМК-Пресс,1610,2064,22,На складе
Начинаем программировать на Python,Гэддис Тони,BHV,2151,2758,22,На складе
Python 3 и PyQt 5. Разработка приложений. 2-е издание,"Прохоренок Николай Анатольевич, Дронов Владимир Александрович",BHV:Профессиональное программирование,1438,1844,22,На складе
Язык программирования C,"Керниган Брайан, Ритчи Деннис",Вильямс,1619,2075,22,На складе
Построение систем машинного обучения на языке Python,"Коэльо Луис Педро, Ричарт Вилли",ДМК-Пресс,1409,1806,22,На складе
Head First. Паттерны проектирования. Обновленное юбилейное издание,Фримен Эрик и др.,Питер:Head First (O'Reilly),1794,2300,22,На складе
C# для профессионалов. Тонкости программирования,Скит Джон,Вильямс,4045,5186,22,На складе
Python. Карманный справочник,Лутц Марк,Диалектика,1080,1384,22,На складе
Искусство программирования. Том 1. Основные алгоритмы,Кнут Дональд Эрвин,Вильямс,4719,6050,22,На складе
"Шаблоны интеграции корпоративных приложений. Проектирование, создание и развертывание решений","Хоп Грегор, Вульф Бобби",Диалектика,4719,6050,22,На складе
Язык программирования C. Лекции и упражнения,Прата Стивен,Диалектика,4045,5186,22,На складе
C# 4.0. Полное руководство,Шилдт Герберт,Диалектика,3371,4322,22,На складе
Реализация методов предметно-ориентированного проектирования,Вернон Вон,Диалектика,4045,5186,22,На складе
Веб-программирование для чайников,Никхил Абрахам,"Диалектика:Для ""чайников""",1619,2075,22,Ограничено
Язык программирования Go,"Керниган Брайан, Донован Алан А. А.",Диалектика,2022,2592,22,На складе
PHP7 для начинающих с пошаговыми инструкциями,МакГрат Майк,Эксмо-Пресс:Программирование - это просто,600,769,22,На складе
Angular. Сборник рецептов,Фрисби Мэтт,Вильямс,1348,1728,22,Ограничено
Java. Полное руководство,Шилдт Герберт,Вильямс,4808,6164,22,На складе
Исследование операций,Таха Хемди А.,Диалектика,4045,5186,22,На складе
Компиляторы. Краткий справочник,Хантер Робин,Вильямс,893,1145,22,Ограничено
Структуры данных и алгоритмы,Ахо Альфред В. и др.,Вильямс,2696,3456,22,Ограничено
Шаблоны C++. Справочник разработчика,Вандевурд Дэвид и др.,Диалектика,3371,4322,22,На складе
Основы программирования,Окулов Станислав Михайлович,Лаборатория знаний:Развитие интеллекта школьников,507,845,40,На складе
Java Persistence API и Hibernate,Бауэр Кристиан и др.,ДМК-Пресс,2012,2580,22,На складе
Байесовские модели. Байесовская статистика на языке Python,Дауни Аллен Б.,ДМК-Пресс,1306,1674,22,На складе
CLR via C#. Программирование на платформе Microsoft .NET Framework 4.5 на языке C#. 4-е издание,Рихтер Джеффри,Питер:Мастер-класс,1862,2387,22,На складе
Ядро ORACLE. Внутреннее устройство для администраторо и разработчиков баз данных,Льюис Джонатан,ДМК-Пресс,1610,2064,22,На складе
Идеальный программист. Как стать профессионалом разработки ПО,Мартин Роберт С.,Питер,660,846,22,На складе
Apache Kafka. Потоковая обработка и анализ данных,Нархид Ния и др.,Питер:Бестселлеры O`Reilly,1375,1763,22,На складе
Site Reliability Engineering. Надежность и безотказность как в Google,Бейер Бетси и др.,Питер:Бестселлеры O`Reilly,1743,2234,22,На складе
Akka в действии,Рестенбург Раймонд и др.,ДМК-Пресс,2012,2580,22,На складе
Искусство создания сценариев в Unity,Торн Алан,ДМК-Пресс,1610,2064,22,На складе
Основы работы с технологией CUDA,"Боресков Алексей Викторович, Харламов Александр Александрович",ДМК-Пресс,807,1035,22,На складе
WebGL. Программирование трехмерной графики,"Мацуда Коичи, Ли Роджер",ДМК-Пресс,1610,2064,22,На складе
Чистый Python. Тонкости программирования для профи,Бейдер Дэн,Питер:Библиотека программиста,1168,1498,22,На складе
Теория измеримых множеств и мультимножеств,Петровский Алексей Борисович,Наука,896,1149,22,Ограничено
Совершенный код. Мастер-класс,Макконнелл Стив,Русская редакция,1764,2261,22,На складе
Введение в распределенное моделирование в среде NetLogo,Ершов Николай Михайлович,ДМК-Пресс,1810,2321,22,На складе
"Искусственный интеллект .NET. Речь, язык и поиск","Патак Нишит, Бхандари Анураг",ДМК-Пресс,1610,2064,22,На складе
Элегантный SciPy,Нуньес-Иглесиас Хуан и др.,ДМК-Пресс,1911,2450,22,На складе
Стандартная библиотека Python 3. Справочник с примерами,Хеллман Даг,Диалектика,4719,6050,22,На складе
Олимпиадное программирование,Лааксонен Антти,ДМК-Пресс,1560,2000,22,На складе
Язык декларативного программирования XAML,Подбельский Вадим Валерьевич,ДМК-Пресс,1509,1934,22,На складе
Математика на Python. Часть 1. Элементы линейной алгебры,Александрова Ирина Александровна и др.,Прометей,358,596,40,На складе
Облачные технологии поддержки решения задач анализа безубыточности. Монография,Смирнов Денис Евгеньевич,Прометей,358,596,40,Ограничено
C# 7 и .NET Core. Кросс-платформенная разработка для профессионалов,Прайс Марк Дж.,Питер:Библиотека программиста,1748,2241,22,На складе
Компьютерные вирусы и антивирусы: взгляд программиста,Климентьев Константин Евгеньевич,ДМК-Пресс:Профессиональное программирование,1610,2064,22,На складе
Разработка игр и теория развлечений,Костер Рэф,ДМК-Пресс,1610,2064,22,На складе
Практическая статистика для специалистов Data Science. 50 важнейших понятий,"Брюс Питер, Брюс Эндрю",BHV,805,1032,22,На складе
Прикладное программирование. Учебное пособие,Никифоров Сергей Николаевич,Лань:Учебники для вузов. Специальная литература,1016,1302,22,На складе
Программирование на C# для начинающих. Основные сведения,Васильев Алексей Николаевич,Бомбора:Российский компьютерный бестселлер,969,1242,22,На складе
Алгоритмы для чайников,"Массарон Лука, Мюллер Джон Пол","Диалектика:Для ""чайников""",1619,2075,22,Ограничено
Объектно-ориентированное проектирование: концепции и программный код,Гаст Хольгер,Вильямс,4459,5717,22,Ограничено
Хакинг. Искусство эксплойта,Эриксон Джон,Питер,1563,2004,22,На складе
Глубокое обучение на Python,Шолле Франсуа,Питер:Библиотека программиста,1403,1799,22,На складе
C# 7.0. Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Диалектика,3371,4322,22,На складе
LabVIEW в научных исследованиях,Евдокимов Юрий Кириллович и др.,ДМК-Пресс:Все о LabVIEW,1509,1934,22,На складе
Python. Разработка на основе тестирования,Персиваль Гарри,ДМК-Пресс,3018,3869,22,На складе
"Чистый код. Создание, анализ и рефакторинг",Мартин Роберт С.,Питер,718,921,22,На складе
Разработка одностраничных веб-приложений,"Миковски Майкл С., Пауэлл Джош К.",ДМК-Пресс,1610,2064,22,На складе
Qt 5.10. Профессиональное программирование на C++,Шлее Макс,BHV:В подлиннике,1764,2261,22,На складе
Теоретический минимум по Computer Science. Все что нужно программисту и разработчику,Феррейра Фило Владстон,Питер:Библиотека программиста,682,874,22,На складе
Программирование искусственного интеллекта в приложениях,Джонс М. Тим,ДМК-Пресс:Для программистов,1005,1289,22,На складе
Программирование на Ардуино. От простого к сложному,Мамичев Дмитрий Иванович,Солон-пресс:Радиоэлектроника,753,966,22,На складе
Запускаем Ansible,"Хохштейн Лорин, Мозер Рене",ДМК-Пресс,2012,2580,22,На складе
Современный Java. Рецепты программирования,Коузен Кен,ДМК-Пресс,1610,2064,22,На складе
Сам себе программист. Как научиться программировать и устроиться в Ebay?,Альтхофф Кори,Бомбора:Мировой компьютерный бестселлер,640,821,22,На складе
"Программное обеспечение геодезии, фотограм, кадастра, инж.из.",Браверман Борис Аронович,Инфра-Инженерия,1239,1589,22,На складе
Собираем устройства для тестов на проникновение,Бирюков Андрей Александрович,ДМК-Пресс,1509,1934,22,На складе
Самоучитель PHP 7,"Кузнецов Максим Валерьевич, Симдянов Игорь Вячеславович",BHV:Самоучитель,647,830,22,На складе
Блокчейн. Разработка приложений,Прасти Нараян,BHV,587,753,22,На складе
Чистая архитектура. Искусство разработки программного обеспечения,Мартин Роберт С.,Питер:Библиотека программиста,887,1137,22,На складе
